OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,ESHM_med,NGAE_med,S09yc_med,S09nc_med,A12_std,AB06_std,D15_std,ESHM_std,NGAE_std,S09yc_std,S09nc_std,A12_wt,AB06_wt,D15_wt,ESHM_wt,NGAE_wt,S09yc_wt,S09nc_wt
1499,216,93,57767.4,7.5,HW,,1,-2.0817781043515993,-2.5017187437294277,-2.4469451169178917,-1.5788815985268316,-1.3419765776952775,-1.119869138634376,-1.9491775707318189,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1500,216,47,57922.4,7.2,HW,,1,-2.296376116604447,-2.7238512073863608,-2.6272862060716675,-1.8052021262862927,-1.6102025089057717,-1.5045305798126023,-2.184197667944138,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1501,216,42,58118.0,7.1,HW,,1,-2.3797194225195546,-2.8073297754984656,-2.69594115494036,-1.8833104986729918,-1.7025815275347542,-1.627912412834855,-2.2689008750721267,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1502,216,54,65560.2,7.3,HW,,1,-2.3881098283717628,-2.828951226228911,-2.676916238940579,-1.8557206753869842,-1.6431470152076735,-1.5350100102440463,-2.224981654758035,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1503,216,38,69065.2,7.1,HW,,1,-2.617583118975605,-3.064627501044777,-2.8587198043869817,-2.065897366728035,-1.8828251978093133,-1.8494757612715147,-2.443322611682072,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1504,216,111,76588.6,7.6,HW,,1,-2.3338527315517923,-2.716621417084911,-2.642098555291528,-1.7740179601629247,-1.5230917377109934,-1.3290371062005861,-2.1463069657736042,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1505,216,13,78050.8,6.5,HW,,1,-3.3779036795410353,-3.6439178410768025,-3.4653672532868063,-2.684918756008357,-2.608424790911992,-2.6742340687643766,-3.1296877282950057,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1506,216,23,82278.9,6.8,HW,,1,-3.0559579573403886,-3.3634946036345217,-3.264299034637234,-2.5028921338689134,-2.348585618102878,-2.4374902970737957,-2.9045878081940644,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1507,216,24,87613.9,6.8,HW,,1,-3.0696211308247854,-3.371238620977918,-3.3321483499171176,-2.5766293780190006,-2.408207027432427,-2.5291546058445857,-2.9792915063816174,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1508,216,172,91082.1,7.8,HW,,1,-2.2407419329811398,-2.6065397278981024,-2.695933477495567,-1.7774370930788959,-1.511015116614422,-1.260370557527907,-2.176643527975103,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1509,218,38,27585.0,7.1,HW,,1,-1.361258955750683,-1.7205820022794054,-2.072252011086218,-1.1390334017932882,-0.7947363749397788,-0.7382253935257796,-1.5862543929371524,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1510,218,31,27993.3,7.0,HW,,1,-1.450731364264634,-1.8124076009323824,-2.1411779774283404,-1.2119017908488277,-0.8792669447200157,-0.8579072320232952,-1.6716069226491252,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1511,218,19,80914.7,6.7,HW,,1,-3.160180348457732,-3.4541812143269013,-3.3295929019690758,-2.565310057324655,-2.4381228842654066,-2.522099759198299,-2.979044543177894,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1512,218,14.25,94537.5,6.6,HW,,1,-3.305840086522485,-3.569475562960517,-3.590368028941912,-2.837618010879824,-2.695172348160628,-2.8613266085528903,-3.2670351007270093,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1513,219,38,2507.4,7.1,HW,,1,0.991836688152593,0.7362881885785356,-1.0827139954999743,0.401253145378477,0.5439669565076256,0.870082875498617,-0.41363059217648246,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1514,219,31,23989.4,7.0,HW,,1,-1.240154210296551,-1.5884175924736281,-2.0235881158427396,-1.0623543733775833,-0.6956846413889815,-0.6864969504802994,-1.5432185324263799,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1515,219,19,59937.6,6.7,HW,,1,-2.7811008090138105,-3.1975484672685233,-3.0197812243195883,-2.2169376248958472,-2.12750992532137,-2.1055858675311883,-2.646259004152047,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1516,219,14.25,67057.8,6.6,HW,,1,-3.0459576991846333,-3.4663749868519607,-3.2158935599829075,-2.423331308104161,-2.3455510349358524,-2.358684215066152,-2.8593804121581776,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1517,220,19,41222.6,6.7,HW,,1,-2.2399488877993265,-2.6248338627640546,-2.6663899084546174,-1.8007079986036838,-1.6499761636020096,-1.6184508469228627,-2.265975458943987,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1518,220,38,41561.8,7.1,HW,,1,-1.9191354243438743,-2.314271686817983,-2.4007622069690924,-1.5402496544562785,-1.3054585773267169,-1.214035782270022,-1.9478877749448746,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1519,220,31,80403.0,7.0,HW,,1,-2.8482750353333985,-3.183998102571949,-3.082999822487866,-2.312461398945301,-2.1201511853958794,-2.1751648912474866,-2.695723057055271,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1520,220,14.25,83515.9,6.6,HW,,1,-3.2791937420218327,-3.5534771634193785,-3.4506123645699294,-2.685556113934802,-2.571451762091989,-2.673498877416482,-3.1129766594047275,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1526,223,79,8622.3,7.4,HW,,1,0.21216740596678343,-0.026912467247794003,-1.2479137127400761,-0.03561419793035861,0.28849677345171215,0.6405039882869693,-0.6196728748207726,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1527,223,54,15774.2,7.3,HW,,1,-0.5182289629435121,-0.805632881203099,-1.591287117177549,-0.5323768783540048,-0.11768475865616537,0.04358579138379215,-1.031589331446348,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1528,223,55,19666.3,7.3,HW,,1,-0.7962294003606994,-1.1133104380010261,-1.7308797656702342,-0.7202923272528794,-0.31410361904143214,-0.16910630464639176,-1.186810717837484,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1529,223,24,27249.8,6.8,HW,,1,-1.564632157631296,-1.9224088288265881,-2.2443094360495137,-1.3021040721805992,-1.003967957147059,-1.0214333110422236,-1.8001146581483094,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1530,223,33,31054.2,7.0,HW,,1,-1.5931930382356851,-1.9635279457132186,-2.2229805905980218,-1.3140499331493054,-1.0071268002237754,-0.9764188896659146,-1.7610256550223466,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1531,223,53,39112.4,7.2,HW,,1,-1.7643776428394378,-2.1530211757987945,-2.2903549826876985,-1.4135526897202,-1.15034580159872,-1.0280714865386296,-1.8157308508475847,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1532,223,54,46833.2,7.3,HW,,1,-1.9372457044765719,-2.3410836870770924,-2.381447053099586,-1.5209093385800239,-1.2858227315709345,-1.1256549382073944,-1.906910503312473,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1533,223,10,54326.2,6.4,HW,,1,-2.9464439631228454,-3.3301194870943553,-3.1733254109325553,-2.325388939468406,-2.31082377896177,-2.2589611710204145,-2.8217883982809124,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1534,223,43,55578.7,7.1,HW,,1,-2.3182146163630115,-2.7411496830904123,-2.655083920742675,-1.836752250702358,-1.6527959679539357,-1.572313227156919,-2.225626881463216,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1535,223,15,58916.8,6.6,HW,,1,-2.856059160689505,-3.2640259983794664,-3.084152884083037,-2.2723815844367765,-2.204097276253017,-2.18225177680967,-2.7197381905968814,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1536,223,17,66073.9,6.7,HW,,1,-2.922376650883423,-3.348512959044069,-3.1175187104648168,-2.32849378216814,-2.227593101147241,-2.2368802255155216,-2.7500608205760417,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1537,223,42,68260.1,7.1,HW,,1,-2.601409360189894,-3.047056534332949,-2.8473971611396913,-2.053346501311813,-1.8693981436819753,-1.8340593744111713,-2.4310828740832213,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1538,223,172,84974.2,7.8,HW,,1,-2.224771248078631,-2.597673807835923,-2.630841032192603,-1.7107334473350833,-1.4514468365604345,-1.1693569391863239,-2.1027546874022613,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1539,223,14,91903.2,6.6,HW,,1,-3.2997651595782775,-3.5656517457369543,-3.5580053327573444,-2.802674781345825,-2.6674601826549025,-2.817803600899154,-3.2311527601158097,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1540,223,54,91963.5,7.3,HW,,1,-2.60702476549639,-2.9570186594378156,-3.0064833743861863,-2.210399654412053,-1.955634182867783,-1.9871998017662924,-2.5884157163761565,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1541,223,23,92498.6,6.8,HW,,1,-3.0814202577128245,-3.378329005517241,-3.3918858196313937,-2.640936950430938,-2.4613944515356683,-2.609916166077229,-3.0455385608858645,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1542,223,13,94220.0,6.5,HW,,1,-3.4214886196314707,-3.66738823755831,-3.678184162090982,-2.918708704649321,-2.798074951490294,-2.9593261421821717,-3.3628099104686098,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1543,223,93,101137.2,7.5,HW,,1,-2.4698164766615047,-2.822094835778754,-2.9735068480607785,-2.1404035170740903,-1.852779423762288,-1.847635021310408,-2.5324012079097233,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1545,226,15,1157.4,6.6,FW,,1,1.0852800945354852,1.2384485249180568,-1.2657314445944452,0.3764810137310954,0.5137102791618151,0.5916209124270344,-0.6355336578289387,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1546,226,53,3599.7,7.2,HW,,1,0.8519398707036734,0.5023346889997229,-1.0861686173482858,0.33572050325515224,0.5017290904914484,0.8746541297678565,-0.42035361540369354,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1547,226,43,5155.4,7.1,HW,,1,0.5937139062014961,0.21082794765899193,-1.1890082667161175,0.16654954241729922,0.38974334405176575,0.6593715722327749,-0.5658301592305355,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1548,226,10,8381.8,6.4,HW,,1,-0.25722873937274504,-0.5663443610690706,-1.71388567621545,-0.3695895341569366,-0.07177329062581406,-0.14371604410085814,-1.218483374118438,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1549,226,33,14326.0,7.0,HW,,1,-0.5560410781558027,-0.8456805545893096,-1.6710023125615656,-0.5879103168791128,-0.1750141411351255,-0.15954247037515978,-1.1544179526530054,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1550,226,54,15817.0,7.3,HW,,1,-0.5215923837815932,-0.8094059634815999,-1.5929270535667448,-0.5346361076894179,-0.11964773582477894,0.04105723915604609,-1.0334267458036108,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1551,226,14,22745.6,6.6,HW,,1,-1.4723434803101494,-1.8104438195077897,-2.2342975807373566,-1.229148388188298,-0.9200144617675072,-0.9890554864928264,-1.8006923296079607,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1552,226,17,24249.9,6.7,HW,,1,-1.480556907795737,-1.82691184250282,-2.217281988833661,-1.2400301850474964,-0.9353150878009973,-0.9775388160640098,-1.7770879850931962,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1553,226,55,25539.6,7.3,HW,,1,-1.1341708032652984,-1.4797316674187433,-1.9107741473929463,-0.9520650567359032,-0.5822589671234922,-0.43764694817532124,-1.3849755794875778,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1554,226,93,30726.5,7.5,HW,,1,-1.2634131845087027,-1.6163688783176926,-1.9500768417852976,-0.9994663075210641,-0.6465828349683163,-0.40000475219339326,-1.3992745732786944,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1555,226,54,32943.8,7.3,HW,,1,-1.4690711921661872,-1.8391295335822142,-2.0994540985581045,-1.1858081072308444,-0.8546843947738051,-0.7151986152967046,-1.592829040631754,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1556,226,47,34972.8,7.2,HW,,1,-1.613683686629258,-1.9921633600134872,-2.2004033537620384,-1.305351171462423,-0.9946159797819399,-0.8975693363459887,-1.7161734181007002,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1557,226,79,36179.3,7.4,HW,,1,-1.5313898389656893,-1.9062535016268376,-2.1198910150284873,-1.2093294521030593,-0.8886356233044659,-0.7018576590981357,-1.6023884631741416,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1558,226,38,41656.6,7.1,HW,,1,-1.922255552382938,-2.31759635421466,-2.4026835488814764,-1.542533720511747,-1.3079112225776368,-1.2168021520699166,-1.9500207039059183,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1559,226,42,44148.2,7.1,HW,,1,-2.001863752714484,-2.402475500458841,-2.4520450565688097,-1.6009801205070497,-1.374629457748552,-1.2878273067171588,-2.004911990561999,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1560,226,54,48312.0,7.3,HW,,1,-1.978814678825432,-2.385806293972158,-2.407619584439803,-1.551223318969648,-1.3287451349872599,-1.1635797801732108,-1.9363759790488495,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1561,226,24,49466.9,6.8,HW,,1,-2.410644850045143,-2.8149384850679007,-2.758872115217967,-1.9300253378521035,-1.8116976490001313,-1.7554406201027688,-2.3645042615422778,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1562,226,24,64180.0,6.8,HW,,1,-2.7830128687463564,-3.2119829085404024,-3.00853965075196,-2.218226091950224,-2.0954209580612275,-2.0924780608935163,-2.628023700067324,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1563,226,111,77725.3,7.6,HW,,1,-2.3372052763400983,-2.7182713935636813,-2.655712180181805,-1.7884604590560131,-1.5365882124657981,-1.3479196476821378,-2.161415266533903,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1564,226,172,80734.7,7.8,HW,,1,-2.212995935318041,-2.591519963126021,-2.583931015235255,-1.6621482521181312,-1.4113059094366556,-1.103772800331157,-2.049922545218008,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1565,226,13,91816.4,6.5,HW,,1,-3.415966282028315,-3.6638992928373,-3.648212484318469,-2.8862004579411438,-2.772631977125951,-2.9191305243985415,-3.3296597628290727,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1566,226,23,98817.8,6.8,HW,,1,-3.095792258489266,-3.387501638018907,-3.4661649716399836,-2.7201011565009767,-2.5284640236606077,-2.7104149487299893,-3.1285358548205804,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1714,241,53,4877.1,7.2,HW,,1,0.6618811962048081,0.28766858769859455,-1.139725613546048,0.22059696946677645,0.42708231008381053,0.7693047212049913,-0.49605474170400177,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1715,241,15,7128.4,6.6,HW,,1,0.06537506390411085,-0.29424593017781575,-1.524801110062554,-0.1786214474885369,0.11063891232823432,0.10139138262486755,-0.9953242243300006,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1716,241,54,7265.7,7.3,HW,,1,0.35127315540056314,0.047447229236030605,-1.2171657741814237,0.03892276987246776,0.33119964706334093,0.6544280832781931,-0.5918826274640141,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1717,241,10,11699.3,6.4,HW,,1,-0.6984948960982927,-0.9628783506543385,-1.8961466993959157,-0.6622656033766449,-0.33162407109991693,-0.4338986665032586,-1.4322875555566283,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1718,241,43,12579.9,7.1,HW,,1,-0.3376229849116529,-0.60046371990517,-1.5466312419604455,-0.43378337501303865,-0.025788615096375554,0.051681343744159,-1.0042963386970332,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1719,241,17,16018.9,6.7,HW,,1,-0.901689188368485,-1.2106423785176446,-1.9102802089613902,-0.8284008623940198,-0.45663419524544485,-0.5274754536268805,-1.4418286419727262,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1720,241,33,16350.1,7.0,HW,,1,-0.7275780462436958,-1.0354238919593868,-1.7547921237815851,-0.7052027283138486,-0.2883922596343585,-0.2872860913412665,-1.2479608236144313,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1721,241,14,21386.3,6.6,HW,,1,-1.3843325504739863,-1.7177581742894175,-2.1860591478576716,-1.1655651438790953,-0.8448498939899057,-0.9192810951762491,-1.7483786311285576,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1722,241,54,24201.4,7.3,HW,,1,-1.0639937261866017,-1.404080425272191,-1.872541926374164,-0.903617160032665,-0.5218790972833607,-0.3809656593017373,-1.34292415513386,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1723,241,55,25244.7,7.3,HW,,1,-1.119005391082196,-1.4633977118857304,-1.9024738329509328,-0.9415806379396838,-0.5712601651448693,-0.4253563608633554,-1.3758465096644032,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1724,241,79,29047.0,7.4,HW,,1,-1.2450939753607773,-1.5984026138324696,-1.9555915905831776,-1.0096846104074784,-0.6550880523327456,-0.46005927537507507,-1.420393081574853,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1725,241,93,31686.2,7.5,HW,,1,-1.3028839035895396,-1.6589823652301707,-1.9724084669004585,-1.0266397067738797,-0.6741109330331908,-0.4330901741459944,-1.4240493345351535,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1726,241,42,35474.1,7.1,HW,,1,-1.7026792598781242,-2.083887150682543,-2.2698277659420008,-1.3829504780546829,-1.0859941751715425,-1.0251429127299256,-1.8031124629090778,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1727,241,54,39807.3,7.3,HW,,1,-1.7203558529858831,-2.108275792780906,-2.2480024000448497,-1.364307761640323,-1.1005417061421054,-0.9318946445151693,-1.7575757941624421,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1728,241,38,39831.5,7.1,HW,,1,-1.8609311853427855,-2.252276184922885,-2.3651011474026067,-1.4977311563406535,-1.2585834070295039,-1.162664287982813,-1.9083469166989864,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1729,241,47,39946.7,7.2,HW,,1,-1.7928633992972862,-2.1834478393506296,-2.307611006817643,-1.434127656258595,-1.1848977038447628,-1.0530613066825172,-1.834889160411401,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1730,241,24,43738.1,6.8,HW,,1,-2.2350573327299657,-2.6290369879106152,-2.6464954482163603,-1.796928453645574,-1.6293394560981354,-1.5960169769007075,-2.239936008926566,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
1731,241,24,67959.1,6.8,HW,,1,-2.864955663359456,-3.300017422013336,-3.0657957054618565,-2.2828784119540937,-2.159077329278566,-2.1696548984818835,-2.689262031997533,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
