OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
332,60,42.07241,94936.0,7.1,HW,B,2,-3.0222159953596734,-3.3900081145694445,-3.1731968113648623,-2.8559263054841604,-2.7049199342718326,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
333,60,32.708688,102788.1,7.0,HW,B,2,-3.123272787822879,-3.50076594932848,-3.330490103168343,-3.0675770147278314,-2.852619789288122,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
334,60,126,103373.8,7.7,HW,D,2,-2.4996233136683457,-2.9285719653875,-2.8640215508276285,-2.2476877875081964,-2.1429083101205575,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
335,60,25,103859.2,6.9,HW,B,2,-3.2446195604090593,-3.610590784436621,-3.4318360337334215,-3.2224369812155866,-2.988255148538409,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
336,61,37,14443.4,7.1,HW,B,2,-1.250029874226861,-1.6733400201639548,-1.8731652386851316,-1.209170319864563,-1.1072496267957401,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
337,61,9,35409.5,6.3,FW,D,2,-3.195699491468259,-3.5469705041386166,-3.169778785694533,-3.1865402501215025,-2.882384436429247,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
338,61,20,66662.9,6.8,HW,B,2,-3.220286744968734,-3.631668083738379,-3.1360897653088955,-2.9919513492299066,-2.8793742798205333,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
339,61,44,78829.6,7.2,HW,B,2,-2.945410655677566,-3.276659754195006,-2.9365595042037818,-2.567391051991782,-2.5080959817647686,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
340,61,27,81136.7,6.9,HW,B,2,-3.2922072108107794,-3.585026993132284,-3.208733010649971,-2.999898886422922,-2.8646813725671882,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
341,61,2,102545.1,5.6,HW,B,2,-5.631408609052094,-5.630498272415326,-5.16194312774006,-5.273533449759807,-5.061788739403209,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
342,62,12,80426.9,6.5,HW,B,2,-3.8733587536304985,-4.085666817936782,-3.6166776897399995,-3.6322404408466387,-3.3783577237260705,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
343,62,104,107230.9,7.6,HW,B,2,-2.558341836422818,-2.9946597483536084,-2.9449680167770707,-2.3792796088753585,-2.2491120910544757,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
344,63,12,28058.8,6.5,HW,B,2,-2.6157212966470635,-3.0076081670142947,-2.7758735373560204,-2.656856385875125,-2.3293372407484987,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
345,63,48,34146.8,7.2,HW,B,2,-2.0452765936140946,-2.4969058145879153,-2.3230145163648372,-1.8492606726036551,-1.7895804757618647,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
346,63,53,41636.0,7.2,HW,B,2,-2.25760670926321,-2.7068481193853122,-2.456725681957612,-2.0486852121628885,-2.0101014181876713,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
347,63,109,45068.8,7.6,HW,B,2,-2.0504702101136565,-2.50206710282147,-2.292977730293063,-1.6972290281411435,-1.7205651901339236,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
348,63,8,67510.0,6.3,HW,B,2,-3.9891836256726205,-4.320631996199719,-3.701321848513376,-3.791302791296012,-3.580547943605496,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
349,63,52,76436.6,7.2,HW,B,2,-2.917889429669238,-3.2739675261130925,-2.9112866074241284,-2.542824623858173,-2.4919505667247943,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
350,63,52,91139.9,7.2,HW,B,2,-2.9218568666973814,-3.290509371978867,-3.059081583632446,-2.6890298193735855,-2.5784287941401836,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
351,63,68.82108,92311.5,7.4,HW,B,2,-2.7310072416376485,-3.1214592916622665,-2.9319537199207772,-2.4593377637566607,-2.3702284093886976,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
352,63,27,98857.9,6.9,HW,B,2,-3.2541317940667343,-3.604964106498437,-3.3856905864781637,-3.1753255489745515,-2.963450367765228,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
364,65,70,44229.0,7.4,HW,OTHER,2,-2.1603250443494764,-2.6137224939753243,-2.377556931464656,-1.8812587636586773,-1.8758985479705648,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
365,65,49,79308.8,7.2,HW,B,2,-2.9444269100208085,-3.2771988748372345,-2.94155797333741,-2.5722709715348255,-2.511360677414791,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
366,65,55,88251.0,7.3,HW,B,2,-2.8279475766017694,-3.1987271859176603,-2.959741049055942,-2.537636284173729,-2.455835231877359,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
367,65,68,90282.6,7.4,HW,B,2,-2.734163935279318,-3.1191766917644834,-2.9132205995792186,-2.4402099258099232,-2.360411950162995,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
368,65,24.633328,94002.4,6.9,HW,B,2,-3.263838787912594,-3.599501459840798,-3.339435390983239,-3.1286687585521507,-2.937317372464107,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
369,65,72,94261.4,7.4,HW,B,2,-2.7280381729188923,-3.123653013157011,-2.949713588682354,-2.477566651611942,-2.3797543267482633,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
370,65,24.723261,98341.3,6.9,HW,OTHER,2,-3.25514163296846,-3.60438290924515,-3.3808399271812353,-3.1704061284392444,-2.960637264344998,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
371,65,64,101098.4,7.3,HW,B,2,-2.807264903468238,-3.213181064337875,-3.077366180978654,-2.65811719659351,-2.5214322000329177,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
372,67,123,1373.6,7.7,HW,DE,2,-0.13020313561620492,-0.11700321178665979,-1.151970341204911,0.1914649256914725,-0.22676688211620716,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
373,67,45,19141.7,7.2,HW,OTHER,2,-1.4468104515825213,-1.8918250479093044,-1.9677270170792145,-1.3201810407437846,-1.2540218484885515,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
374,67,66,23804.4,7.4,HW,B,2,-1.526078801670187,-1.9786182562808157,-1.9880261074467667,-1.2889902175928507,-1.2866989603046726,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
375,67,31,32287.0,7.0,HW,B,2,-2.1710684255938335,-2.613260527984873,-2.424672582137344,-2.047424738063574,-1.912720043369915,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
376,67,16,32349.7,6.6,HW,B,2,-2.6443580060283596,-3.046539120328084,-2.775443893399278,-2.6357879604052092,-2.373857406883565,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
377,67,162,40977.9,7.8,HW,CD,2,-1.8612766212075866,-2.3043990335946996,-2.1602028019686115,-1.4258252641858398,-1.4891717510207627,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
378,67,30,47631.9,7.0,HW,B,2,-2.601146052409435,-3.036626642536819,-2.698286938519371,-2.44823794269596,-2.3447243299225673,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
379,67,18,55459.7,6.7,HW,OTHER,2,-3.138884562978068,-3.5404548688948054,-3.0839680094639856,-3.01161212222279,-2.864455978421532,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
380,67,15,59209.0,6.6,HW,B,2,-3.3557361449845513,-3.7421078984055574,-3.2401154437597253,-3.2195081799535488,-3.051245984102746,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
381,67,19,62566.3,6.7,HW,B,2,-3.2799068741279327,-3.6794664626207014,-3.181951104176625,-3.0990572187349397,-2.96370108280877,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
382,67,82,72009.9,7.5,HW,DE,2,-2.597904567498538,-3.023478902924834,-2.6735249856844914,-2.1506455333029115,-2.1469694481409936,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
383,67,60,77126.2,7.3,HW,OTHER,2,-2.8333329819714517,-3.1862113067009146,-2.848577954295651,-2.4274226556138405,-2.390612988932407,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
384,67,52,78307.1,7.2,HW,CD,2,-2.9443437008046898,-3.2760719191875673,-2.9310860017415323,-2.5620553929300893,-2.5045483961677792,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
385,67,15,80394.1,6.6,HW,B,2,-3.7192154462333638,-3.9502264452531954,-3.5033269681432744,-3.4618483328528153,-3.2487442398345068,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
386,67,54,80938.0,7.3,HW,B,2,-2.841111389741736,-3.190499745899677,-2.887794936522057,-2.4659000437712866,-2.414846924822337,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
387,67,35,81360.2,7.0,HW,B,2,-3.1659616325759137,-3.4766586387908984,-3.1222576332096708,-2.8590656315192993,-2.736485391974943,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
388,67,114,82141.6,7.6,HW,B,2,-2.5907957305183364,-2.9664332050959605,-2.723972493357752,-2.149440529631812,-2.1230203760870068,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
389,67,42,89931.5,7.1,HW,B,2,-3.0315555168076602,-3.3843778364934156,-3.125451636588923,-2.807785603129354,-2.679169625587168,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
390,67,40,93432.2,7.1,HW,CD,2,-3.0249696539691158,-3.3883162747910984,-3.1590242570893534,-2.8415707154695453,-2.697129190279735,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
391,67,26,94756.3,6.9,HW,CD,2,-3.2622991771963883,-3.6003496298161237,-3.3467171824714073,-3.135976108669528,-2.9413304519626666,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
392,67,14,95905.2,6.6,HW,B,2,-3.683606514023794,-3.9676771009161156,-3.6664560652307063,-3.620565868232051,-3.3378723262929766,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
393,67,19,98044.9,6.7,HW,B,2,-3.5291160434494686,-3.8413768017665126,-3.578308748977722,-3.476820929640519,-3.2194914194018374,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
394,67,44,103260.1,7.2,HW,B,2,-2.901590344782593,-3.3041451190738975,-3.1696648050582117,-2.802439117527399,-2.639648596214255,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
395,70,101,21938.1,7.6,HW,OTHER,2,-1.3410129645299,-1.784934920735811,-1.8597645953051611,-1.0241735440900934,-1.0794718189162762,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
396,70,70,52001.2,7.4,HW,B,2,-2.3302438672097496,-2.7824229840130377,-2.489580313479833,-2.0348397258154614,-2.034891536308229,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
397,70,56.215053,53456.8,7.3,HW,B,2,-2.4394351065308215,-2.889378438935236,-2.5689025130816425,-2.165572232473484,-2.1549123976939843,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
398,70,29,71356.5,6.9,HW,B,2,-3.1723396893577696,-3.574023846836116,-3.099604877561034,-2.8958315038980165,-2.797065190374904,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
399,70,68,77558.4,7.4,HW,OTHER,2,-2.753257806636119,-3.1048614186512853,-2.7890424393796613,-2.316015752862051,-2.2874362390120657,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
400,70,41,78537.9,7.1,HW,B,2,-3.0506085804574123,-3.3715595456977243,-3.009827974751914,-2.693807903155147,-2.612279515958979,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
401,70,42.07241,78453.3,7.1,HW,B,2,-3.0494118631428133,-3.371464367053458,-3.0089286562493682,-2.6929357933950064,-2.611693154892907,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
402,70,24.633328,79607.0,6.9,HW,OTHER,2,-3.295875700197533,-3.583306014738258,-3.192286602837886,-2.984015557760707,-2.855387928792706,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
403,70,34,84399.7,7.0,HW,D,2,-3.1592642960331423,-3.4800782072217284,-3.153836066053333,-2.889932564228168,-2.7537669041795434,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
404,70,24.723261,86306.3,6.9,HW,B,2,-3.280302198740233,-3.590843015820232,-3.262804658379075,-3.05262231065544,-2.894451022432832,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
405,70,7,90522.6,6.2,HW,B,2,-4.383772825428897,-4.5434108338381565,-4.105843232729229,-4.182629727084655,-3.9083503880146044,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
406,70,55,92608.4,7.3,HW,B,2,-2.8206132884243904,-3.203629448618926,-3.000783671640824,-2.5792250334405216,-2.478744480521012,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
407,70,64,93607.2,7.3,HW,D,2,-2.8189807845779886,-3.204753141643671,-3.0100166774331334,-2.5886474997490683,-2.4837099018173068,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
408,70,19,97380.7,6.7,HW,C,2,-3.5305640464623633,-3.8406295481551433,-3.5718773822181835,-3.470373884248278,-3.215828992013652,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
409,70,25,102796.1,7.2,HW,B,2,-2.902321374543423,-3.3036230990864306,-3.165585854142456,-2.7981950688217037,-2.6373846761506816,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
410,70,49,102718.4,6.9,HW,B,2,-3.246748349079484,-3.609307335295022,-3.4214365723173374,-3.2117705987797645,-2.982733557421011,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
411,70,59.978704,105426.4,7.3,HW,B,2,-2.800885703658586,-3.218050250772694,-3.11487399417003,-2.697366522563676,-2.5427698712039284,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
412,70,60,106113.6,7.3, FW,B,2,-2.799896969009085,-3.2188233803748214,-3.12074239931051,-2.7035435245840853,-2.5462001485433445,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
413,72,20,75766.2,6.8,HW,C,2,-3.368367673902173,-3.694300668209677,-3.244111006145891,-3.0928867428224462,-2.9566099267931003,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
414,73,64,94068.6,7.3,HW,B,2,-2.818232515558044,-3.2052722365191393,-3.014260795527438,-2.592986906362966,-2.4860120519502567,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
415,74,15,5902.9,6.6,HW,B,2,-0.9550124397387549,-1.3170908774794186,-1.8593627885482198,-1.3198973363767224,-0.9851152301959835,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
416,74,123,14534.9,7.7,HW,B,2,-0.9402469403970579,-1.34181819858355,-1.6213563379677363,-0.6096963644216977,-0.7537870323432528,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
417,74,26,19983.2,6.9,HW,B,2,-1.7541139737993654,-2.189312627623426,-2.1931377338928186,-1.7361027998599563,-1.547598034781609,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
418,74,54,27763.2,7.3,HW,D,2,-1.749271881507979,-2.2038944329468686,-2.1316085510663125,-1.5361054167333423,-1.5090190681708633,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
419,74,162,34266.8,7.8,HW,B,2,-1.6878400238216933,-2.1301979448664543,-2.0519475198861175,-1.253899194827239,-1.3143085567189383,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
420,74,42,36905.5,7.1,HW,B,2,-2.2189173626865077,-2.66517776909606,-2.442282679000607,-2.050149243840027,-1.9637739011039577,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
421,74,16,51942.4,6.6,HW,D,2,-3.20063697265733,-3.5898064253857562,-3.133825104604367,-3.1262305622778364,-2.9365442068818663,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
422,74,31,65431.3,7.0,HW,D,2,-2.9566306633281614,-3.3882466793141104,-2.941956619215026,-2.6879297923771377,-2.611095119227712,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
423,74,85,72293.7,7.5,HW,D,2,-2.602015428409678,-3.0237981901499267,-2.6765388043884433,-2.1535704720612108,-2.148702577199783,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
424,74,66,76979.4,7.4,HW,D,2,-2.7452977502794207,-3.1042100187100283,-2.7830825329669677,-2.3101686642626276,-2.2837040556385935,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
425,74,56,79126.0,7.3,HW,B,2,-2.844557035737297,-3.1884611678451735,-2.869310094268845,-2.4477089457092474,-2.403862760944195,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
426,74,45,94854.1,7.2,HW,B,2,-2.9153731188014813,-3.294688006973369,-3.09391008018518,-2.724378081247731,-2.5972189039565743,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
427,74,19,96840.4,6.7,HW,B,2,-3.5317492421275314,-3.8400216873809447,-3.566624572833042,-3.4651161184242167,-3.212859616486903,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
428,75,104,54863.5,7.6,HW,D,2,-2.2507350548333394,-2.7018625778874963,-2.425850439522531,-1.8629016582569224,-1.8905694870428993,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
429,75,53,82445.7,7.2,HW,,2,-2.938130387146404,-3.2807280224637094,-2.9737886754460208,-2.6039055192558647,-2.529648340989339,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
430,75,29,86670.4,6.9,HW,,2,-3.279490797694397,-3.5912526440043626,-3.2665299388920914,-3.0562831769778467,-2.896581517083136,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
431,75,32,89444.5,7.0,HW,,2,-3.148663549061215,-3.4857538245337367,-3.2046131390876713,-2.940130029056975,-2.783125901058762,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
432,75,44,90931.1,7.2,HW,,2,-2.92222916575498,-3.290274462984507,-3.0570968003043033,-2.687025693029832,-2.5773828859603345,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
433,76,104,50545.1,7.6,HW,,2,-2.1670615650519984,-2.618307766260295,-2.369593071374582,-1.8117799048838508,-1.8353009052134976,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
434,76,53,78595.9,7.2,FW,,2,-2.9458925879168305,-3.2763968316280425,-2.9341143881745837,-2.5650064764276714,-2.5065076876106107,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
435,76,29,81902.9,6.9,HW,,2,-3.290395645090944,-3.5858890011374496,-3.216891406690033,-3.0078044006926663,-2.86903805868728,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
436,76,32,84640.2,7.0,HW,,2,-3.1587447106615105,-3.4803487800816115,-3.156301905892295,-2.892354164998058,-2.7551471371315053,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
437,76,44,86592.9,7.2,HW,,2,-2.9301640573477794,-3.2853938011103083,-3.0151731963605863,-2.6449525699393748,-2.553070613137371,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
438,77,31,6168.0,7.0,HW,,2,-0.6577179065139808,-1.0462969918227623,-1.5830617439581574,-0.7931009410339116,-0.7210447795753802,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
439,77,56,12648.4,7.3,HW,,2,-0.9951457717762262,-1.3990108037813023,-1.6992768400793237,-0.8815221635318319,-0.886321575385735,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
440,77,13,17172.7,6.5,HW,,2,-2.0537299349975453,-2.4480147767779323,-2.4498820326796444,-2.201978105149635,-1.7890879208492594,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
441,77,42,40584.4,7.1,HW,,2,-2.3224157624972026,-2.767220957316149,-2.507826269636702,-2.1470083028967015,-2.081471030599089,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
442,77,11,47381.4,6.4,HW,,2,-3.3906452778961294,-3.750025683202785,-3.2810081831879954,-3.3790584988367387,-3.104837637099214,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
443,77,54,49206.8,7.3,HW,,2,-2.3509159814094125,-2.8015760413332336,-2.5096082864606237,-2.105636290995844,-2.0889765526217605,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
444,77,55,54448.3,7.3,HW,,2,-2.4591030398627396,-2.9089113916488163,-2.5822343601881745,-2.177567863419918,-2.1684824650688523,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
445,77,26,60860.2,6.9,HW,,2,-2.9910252295895314,-3.414116969189616,-2.97003260039399,-2.7762557211457772,-2.6918310827171767,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
446,77,123,71408.6,7.7,HW,,2,-2.461434522739296,-2.8926097384405787,-2.5712612587580943,-1.9477422852928272,-1.974246067028268,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
447,77,15,85756.5,6.6,HW,,2,-3.708566584812829,-3.956259376246281,-3.5619647191530555,-3.518135503944439,-3.280233707469949,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
