FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid--718ebb5a_177845ae793_5d33,265772,242.03,,5,,,,,FINL,2008-04-02T18:35:45,ga1990auyoye,2009-12-15T10:14:53,-23.053,131.239,,,4.4,,,,,,,,,620503,1990-01-12T09:50:58,,0,4.4,ML,,,,1.05282358,0
earthquakes.fid--718ebb5a_177845ae793_5d34,642866,0,,0,,NE of Carnarvon WA. Nearest station GIRL.,,,FINL,2008-04-08T16:23:31,ga2007vyngly,2009-12-10T15:24:41,-23.833,114.933,,,4.4,,,,,,,,,2145384,2007-11-07T19:10:45,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d35,642544,0,,27,,W of Tasmania. Nearest station TOO.,,,FINL,2008-04-08T08:02:58,ga2006yohogj,2009-12-15T11:12:11,-42.791,143.563,,,4.4,,,,,,,,,2145042,2006-12-14T17:23:05,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d36,669331,98.96777344,47.52849579,10,0,Offshore NE of Bowen; QLD,2020-04-15T17:11:04.955,manual,reviewed,2020-04-15T07:14:41.118,ga2020hlhnxn,2020-04-15T21:29:52.496,-19.87002563,148.7121429,,,4.97527069,,,,,,0.47739899,71.35144043,0.477398992,20200415212849.84598.72639,2020-04-15T07:11:04.955,0.21890496,57,4.97527069,ML,5.09059429,3.4351747,GA,0.8372642,53
earthquakes.fid--718ebb5a_177845ae793_5d37,645742,144.86,,15,,NE of Cleve SA.,,,FINL,2010-06-06T08:02:21,ga2010laewrw,2010-06-10T00:00:00,-33.559,136.714,,,4.8,,,,,,,,,229135,2010-06-05T21:47:00,,22,4.8,ML,,,AUST,,20
earthquakes.fid--718ebb5a_177845ae793_5d38,640023,0,,2.4,,Burakin WA . Felt.,,,FINL,2008-04-08T07:49:02,ga2001znyafg,2009-12-15T11:12:08,-30.533,117.068,,,4.5,,,,,,,,,1908475,2001-12-28T16:31:36,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d39,643496,0,,0,,Scott Reef; WA. Nearest station FITZ.,,,FINL,2009-04-04T11:12:04,ga2008owirpq,2009-12-10T15:24:42,-14.55,122.11,,,4.5,,,,,,,,,2146211,2008-07-29T11:09:20,,0,4.5,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d3a,643983,0,,2.1,,North of Beacon; WA. Nearest station BLDU.,,,FINL,2009-04-04T11:12:21,ga2009cdtgox,2009-12-10T15:24:42,-30.23,117.784,,,4.6,,,,,,,,,2146658,2009-01-31T08:47:03,,0,4.6,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d3b,346688,87.69,,5,,Tennant Creek NT,,,FINL,2008-04-03T21:05:36,ga1993usgqbm,2009-12-15T10:18:50,-19.862,133.944,,,4.8,,,,,,,,,904191,1993-10-21T05:27:28,,0,4.8,ML,,,,1.86471752,0
earthquakes.fid--718ebb5a_177845ae793_5d3c,641316,0,,12.8,,Mt Redvers NT. Nearest station WB2.,,,FINL,2008-04-08T17:30:48,ga2004cxzgxi,2009-12-15T11:12:09,-22.738,129.871,,,5,,,,,,,,,2143764,2004-02-11T09:17:58,,0,5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d3d,311558,0,,5,,TOBIN LAKE; 39KM E,,,FINL,2008-04-29T19:18:02,ga1992nvyero,2009-12-15T10:33:10,-21.934,126.506,,,4.4,,,,,,,,,1611732,1992-07-15T01:56:15,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d3e,510387,0,,6,,Near Scott Reef; Indian Ocean,,,FINL,2008-04-14T11:05:43,ga1998whseln,2009-12-15T10:29:56,-13.05,121.83,,,4.5,,,,,,,,,1452353,1998-11-12T19:19:33,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d3f,641317,0,,12.5,,Mt Redvers NT. Nearest station WB2.,,,FINL,2008-04-08T17:30:49,ga2004cxzrvm,2009-12-15T11:12:09,-22.68,129.823,,,5.4,,,,,,,,,2143763,2004-02-11T09:30:39,,0,5.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d40,661814,135.9137573,28.40947151,3.01950908,1.46039992,Lake Muir; WA,2018-11-09T05:07:00.006,manual,reviewed,2018-11-08T21:08:14.838,ga2018wamvnf,2019-09-04T02:26:55.587,-34.42316055,116.7873306,,,5.40383633,,5.20321735,,,,0.12970577,2.49015236,0.129705772,20181109025040.227445.157093,2018-11-08T21:07:00.006,0.31684582,19,5.20321735,Mw,5.04325342,2.88498831,GA,0.51114082,10
earthquakes.fid--718ebb5a_177845ae793_5d41,535975,0,,8,,Appin NSW. Felt,,,FINL,2008-04-09T17:52:57,ga1999fhvjvs,2009-12-15T10:29:57,-34.234,150.77,,,4.8,,,,,,,,,1452495,1999-03-17T01:58:10,,0,4.8,ML,,,,1.7097,0
earthquakes.fid--718ebb5a_177845ae793_5d42,641336,0,,0,,SE of Cocklebiddy WA. Nearest station FORT.,,,FINL,2008-04-08T17:30:59,ga2004enmwfu,2009-12-15T11:12:09,-32.472,127.034,,,4.4,,,,,,,,,2143783,2004-03-05T00:11:29,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d43,640193,0,,0.5,,Burakin WA. Nearest station KLBR. Widely felt in southwest WA; including tall buildings in Perth. Minor damage near Burakin.,,,FINL,2008-04-08T18:01:10,ga2002eluifc,2009-12-15T11:12:08,-30.479,117.084,,,5,,,,,,,,,1908574,2002-03-05T01:47:38,,0,5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d44,640749,0,,5,,Gascoyne Junction WA. Nearest station MEEK. Felt at Gascoyne Junction and Bidgemia Station.,,,FINL,2008-04-08T17:57:24,ga2002tvezgt,2009-12-15T11:12:09,-25.263,115.498,,,4.5,,,,,,,,,2142998,2002-10-08T15:54:52,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d45,644322,0,,15,,Korumburra VIC. Nearest station TOO.,,,FINL,2009-04-04T11:12:36,ga2009fjybuf,2009-12-10T15:24:43,-38.425,145.822,,,4.6,,,,,,,,,2147059,2009-03-18T05:28:17,,0,4.6,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d46,641129,0,,5,,East of Ingham Qld. Nearest station CTA. Felt in Ingham; Cairns and Townsville; Qld.,,,FINL,2008-04-08T07:59:19,ga2003psbhel,2009-12-15T11:12:09,-18.436,147.114,,,4.8,,,,,,,,,2143561,2003-08-11T07:04:29,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d47,642956,0,,16.4,,S of Hawker SA. Nearest station BBOO.,,,FINL,2008-04-08T08:12:42,ga2007zkesrx,2009-12-10T15:24:41,-32.086,138.383,,,4.7,,,,,,,,,2145511,2007-12-26T15:36:11,,0,4.7,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d48,655385,145.07,41.3,0,0,Offshore NE of Bowen; QLD. (Reported felt).,,,FINL,2016-08-18T15:40:58,ga2016qgnzey,2016-08-19T09:27:07,-19.768,148.8628,,,,,,,5.8,,,,,1355082,2016-08-18T04:30:07,0.35,29,5.8,Mwp,5.9601,2.7701,AUST,0.7898,27
earthquakes.fid--718ebb5a_177845ae793_5d49,423008,125.86,,5,,The Range N.S.W.,,,FINL,2008-04-17T13:52:01,ga1996pzozil,2014-06-05T10:34:31,-30.121,143.538,,,4.4,,,,,,,,,1175420,1996-08-14T09:29:07,,0,4.4,ML,,,AUST,3.2476,0
earthquakes.fid--718ebb5a_177845ae793_5d4a,274095,140.38,,38,,,,,FINL,2008-04-02T17:04:25,ga1990pswvst,2009-12-15T10:14:53,-23.092,130.147,,,4.5,,,,,,,,,620516,1990-08-11T17:54:59,,0,4.5,ML,,,,1.35876884,0
earthquakes.fid--718ebb5a_177845ae793_5d4b,641250,0,,0,,E of Fitzroy Crossing WA. Nearest station FITZ.,,,FINL,2008-04-08T07:58:00,ga2003xyebru,2009-12-15T11:12:09,-18.225,126.745,,,4.8,,,,,,,,,2143694,2003-12-05T22:26:23,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d4c,387128,119.36,,16,,Tennant Creek NT,,,FINL,2008-04-21T10:40:12,ga1995lqihse,2009-12-15T10:21:36,-19.782,133.718,,,4.9,,,,,,,,,1045532,1995-06-14T16:41:54,,0,4.9,ML,,,,3.81403621,0
earthquakes.fid--718ebb5a_177845ae793_5d4d,643905,0,,10,,Northeast of Peterborough; SA. Nearest station STKA.,,,FINL,2009-04-04T11:12:20,ga2009btydgx,2009-12-10T15:24:42,-32.757,139.029,,,4.5,,,,,,,,,2146631,2009-01-26T00:29:19,,0,4.5,ML,,,ade,,0
earthquakes.fid--718ebb5a_177845ae793_5d4e,656902,42.61,14.76,10,0,Sturt Creek area; WA. (Reported felt).,,,FINL,2017-08-07T10:05:07,ga2017pirgpw,2017-08-08T11:12:17,-19.1337,128.0179,,,4.97,,,,,,,,,1512732,2017-08-06T04:21:50,0.65,48,4.97,ML,10.3863,8.6166,AUST,1.9918,47
earthquakes.fid--718ebb5a_177845ae793_5d4f,498254,0,,3,,Oodnadatta SA,,,FINL,2008-04-11T16:53:51,ga1998lfymji,2009-12-15T10:26:54,-27.939,135.844,,,4.4,,,,,,,,,1299823,1998-06-09T01:00:50,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d50,646956,153.08,241.85,7.09,0.2603,Near Bowen; QLD.,,,FINL,2011-04-16T15:48:53,ga2011hlefxk,2011-04-18T09:04:04,-20.085,147.7644,,,5.34,,,,,,,,,404917,2011-04-16T05:31:18,7.37,19,5.34,ML,1.272,0.5961,AUST,0.8995,18
earthquakes.fid--718ebb5a_177845ae793_5d51,641293,0,,0,,SE of Monto QLD. Nearest station RMQ.,,,FINL,2009-04-10T11:16:15,ga2004bcrxwm,2009-12-15T11:12:09,-25.072,151.275,,,4.4,,,,,,,,,2143739,2004-01-16T15:05:56,,0,4.4,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d52,532903,0,,325.7,,Error ellipse is semi-major=288.4km semi-minor=59.9km azimuth=6.0.,,,FINL,2008-04-09T18:59:19,ga1999eskazw,2009-12-15T10:44:39,-13.044,125.7258,,,5.6,,,,,,,,,1946414,1999-03-08T16:08:53,,0,5.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d53,644274,0,,0,,NW of Broome WA. Nearest station FITZ.,,,FINL,2009-04-04T11:12:34,ga2009enpraz,2009-12-10T15:24:43,-16.314,121.252,,,5.1,,,,,,,,,2147003,2009-03-06T01:35:59,,0,5.1,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d54,638889,0,,5,,Off WA coast near Learmonth,,,FINL,2008-04-07T17:00:06,ga2000jmymov,2009-12-15T11:12:07,-22.977,112.901,,,4.7,,,,,,,,,1647741,2000-05-14T12:39:41,,0,4.7,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d55,286098,103.31,,5,,Tennant Creek NT,,,FINL,2008-04-03T10:59:17,ga1991nhxxtt,2009-12-15T10:14:53,-19.861,133.866,,,5,,,,,,,,,620611,1991-07-08T10:45:34,,0,5,ML,,,,6.98045068,0
earthquakes.fid--718ebb5a_177845ae793_5d56,641806,0,,10,,NW Marble Bar WA. Nearest station mbWA.,,,FINL,2008-04-08T17:21:15,ga2005fsjpmn,2009-12-15T11:12:10,-21.004,119.61,,,4.4,,,,,,,,,2144264,2005-03-22T19:51:53,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d57,655767,84.34,101.55,10,0,SE of Hall's Creek; WA. (Reported felt).,,,FINL,2016-11-07T09:10:58,ga2016vxuvdr,2016-11-07T09:48:51,-19.1059,127.9866,,,5.07,,,,,,,,,1399009,2016-11-06T09:54:31,0.69,17,5.07,ML,11.079,8.6583,AUST,0.8081,16
earthquakes.fid--718ebb5a_177845ae793_5d58,653884,153.85,67.23,13,0,Offshore E of Fraser Island; QLD (GA revised 3D corrections).,,,FINL,2015-07-30T10:25:04,ga2015ovlxbt,2015-08-11T15:06:49,-25.353,154.411,,,5.28,,,,5.4,,,,,1188775,2015-07-29T23:41:43,0.95,25,5.4,Mwp,10.8723,7.1643,AUST,0.711,21
earthquakes.fid--718ebb5a_177845ae793_5d59,466082,0,,5,,KELLERBERRIN; 20 KM N,,,FINL,2008-04-15T14:01:52,ga1997rdkjbx,2009-12-15T10:33:10,-31.449,117.684,,,4.6,,,,,,,,,1611899,1997-08-31T15:23:50,,0,4.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d5a,266597,0,,9,,LAKE EYRE NORTH SA,,,FINL,2008-04-02T18:26:00,ga1990cskhjm,2009-12-15T10:33:07,-27.891,137.342,,,4.5,,,,,,,,,1606470,1990-02-08T08:23:33,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d5b,651408,99.07,294.96,0.0756,1.1917,W of Kalgoorlie; WA.,,,FINL,2014-02-26T11:41:05,ga2014dyurkb,2014-02-26T11:47:50,-30.6786,121.1872,,,4.57,4.31,,,,,,,,887074,2014-02-26T00:00:07,0.11,19,4.57,ML,1.1321,0.4704,AUST,0.6686,13
earthquakes.fid--718ebb5a_177845ae793_5d5c,639901,0,,0,,Ravensthorpe WA. Widely felt in southwestern WA.,,,FINL,2008-04-08T07:51:11,ga2001upnolt,2009-12-15T11:12:08,-33.608,120.593,,,5.2,,,,,,,,,1908348,2001-10-19T17:43:23,,0,5.2,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d5d,645620,78.69,,1.75,,Kalgoorlie; WA.,,,FINL,2010-04-20T10:25:10,ga2010hscssm,2010-08-18T11:54:19,-30.787,121.4892,,,5,,,,,,,,,213827,2010-04-20T00:17:09,,15,5,ML,,,AUST,4.54009642,11
earthquakes.fid--718ebb5a_177845ae793_5d5e,640371,0,,0.8,,Burakin; WA. Nearest station KLBR. Felt.,,,FINL,2008-04-08T18:00:08,ga2002gheeuy,2009-12-15T11:12:08,-30.524,117.049,,,5.2,,,,,,,,,1908726,2002-03-30T21:15:46,,0,5.2,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d5f,642358,0,,5.5,,Mt Clere WA. Nearest station MEEK.,,,FINL,2008-04-08T08:04:18,ga2006lboghd,2009-12-15T11:12:11,-25.032,117.44,,,4.5,,,,,,,,,2144845,2006-06-06T15:34:09,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d60,639921,0,,16.5,,Swan Hill Vic. Minor damage; with some chimneys toppled.,,,FINL,2008-04-08T07:50:07,ga2001vdlztj,2009-12-15T11:12:08,-35.356,143.69,,,4.8,,,,,,,,,1908359,2001-10-27T07:58:48,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d61,642466,0,,8.5,,SW of Hobart TAS. Nearest station MOO.,,,FINL,2008-04-08T08:03:06,ga2006telhwb,2009-12-15T11:12:11,-44.36,145.01,,,4.4,,,,,,,,,2144964,2006-09-29T12:49:47,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d62,642809,0,,32.5,,Parachilna area South Australia. Nearest station STKA. Felt.,,,FINL,2008-04-08T15:50:00,ga2007shjsgi,2009-12-10T15:24:41,-31.392,138.523,,,4.8,,,,,,,,,2145310,2007-09-16T23:18:34,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d63,648832,121.36,60.03,10,0,SW of Moe; Vic.,,,FINL,2012-06-20T11:55:06,ga2012maxctf,2012-06-22T11:38:14,-38.3043,146.2001,,,5.4,5.21,,,,,,,,614420,2012-06-19T10:53:29,0.24,21,5.4,ML,4.5349,2.4882,AUST,0.5952,20
earthquakes.fid--718ebb5a_177845ae793_5d64,271586,273.19,,0,,,,,FINL,2008-04-02T17:31:12,ga1990lgxsly,2009-12-15T10:14:53,-11.522,143.038,,,4.5,,,,,,,,,620515,1990-06-09T13:42:13,,0,4.5,ML,,,,5.05538771,0
earthquakes.fid--718ebb5a_177845ae793_5d65,655008,150.74,169.67,0,0,SE of Norseman; WA. (Reported felt).,,,FINL,2016-05-30T09:40:49,ga2016kmwiau,2016-07-22T14:56:33,-32.4966,122.4661,,,4.95,4.69,,,,,,,,1319809,2016-05-28T15:30:26,1.09,17,4.95,ML,18.1098,9.6271,AUST,1.041,15
earthquakes.fid--718ebb5a_177845ae793_5d66,391995,0,,5,,CARNARVON; 253KM NW,,,FINL,2008-04-21T22:20:22,ga1995qscxrv,2009-12-15T10:33:10,-23.313,111.86,,,4.6,,,,,,,,,1611812,1995-08-25T11:50:11,,0,4.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d67,643987,0,,0,,N of Beacon WA. Nearest station KLBR.,,,FINL,2009-04-04T11:12:21,ga2009cdzmvt,2009-12-10T15:24:42,-30.215,117.798,,,4.4,,,,,,,,,2146660,2009-01-31T11:55:21,,0,4.4,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d68,639728,0,,2.3,,Burakin WA; timing error for KLBR. Felt in Perth.,,,FINL,2008-04-08T07:53:17,ga2001tbvwjr,2009-12-15T11:12:08,-30.536,117.061,,,5.2,,,,,,,,,1908286,2001-09-28T02:54:56,,0,5.2,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d69,647270,131.16,3.23,2.26,0,Korumburra; Vic.,,,FINL,2011-07-05T12:14:11,ga2011nbskgr,2011-07-05T12:56:35,-38.412,145.8394,,,4.38,4.3,,,,,,,,438723,2011-07-05T01:32:11,0.05,17,4.38,ML,0.5162,0.1385,AUST,3.8392,14
earthquakes.fid--718ebb5a_177845ae793_5d6a,544748,0,,6,,Tennant Creek NT. Felt in Tennant Creek and White Devil Mine (50 km W of Tennant Creek). Focal mechanism solution completed;principal stress near horizontal at 338 deg.,,,FINL,2008-04-09T05:03:39,ga1999hjhimq,2009-12-15T10:29:57,-19.791,134.044,,,5.1,,,,,,,,,1452628,1999-04-15T04:55:52,,0,5.1,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d6b,643200,0,,17.7,,SW of Carnarvon WA. Nearest station MORW.,,,FINL,2008-04-08T08:09:29,ga2008gjweup,2009-12-10T15:24:41,-27.666,112.332,,,4.4,,,,,,,,,2145904,2008-03-31T08:27:48,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d6c,642782,0,,17.9,,SE of Augusta WA. Nearest station NWAO.,,,FINL,2008-04-08T15:49:42,ga2007qxxmkd,2009-12-10T15:24:41,-35.429,115.942,,,4.6,,,,,,,,,2145286,2007-08-28T15:33:04,,0,4.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d6d,646266,60.45,248.71,7.32,0.1206,NW of Bourke; NSW.,,,FINL,2010-10-28T01:25:46,ga2010vdyonz,2010-10-28T10:30:08,-29.438,143.5944,,,4.36,,,,,,,,,287029,2010-10-27T14:18:02,16.32,17,4.36,ML,0.811,0.6402,AUST,1.0435,17
earthquakes.fid--718ebb5a_177845ae793_5d6e,641950,0,,7.6,,W of Burakin WA. Nearest station BLDU.,,,FINL,2008-04-08T17:20:40,ga2005lmyqht,2009-12-15T11:12:10,-30.558,117.03,,,4.5,,,,,,,,,2144401,2005-06-12T20:36:44,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d6f,641620,0,,0,,N of Koorda WA. Nearest station BLDU.,,,FINL,2008-04-08T17:26:00,ga2004xehpdd,2009-12-15T11:12:10,-30.633,117.472,,,4.4,,,,,,,,,2144061,2004-11-24T02:42:59,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d70,655183,129.78,171.41,0,0,E of Norseman; WA. (Reported felt). ,,,FINL,2016-07-11T09:40:57,ga2016njrmwh,2016-07-22T11:55:27,-32.4576,122.5108,,,5.59,5.02,,,,,,,,1337714,2016-07-08T09:40:50,0.8,17,5.59,ML,16.0105,8.8094,aust,0.7016,16
earthquakes.fid--718ebb5a_177845ae793_5d71,266986,0,,5,,PORT HEDLAND; 230KM N,,,FINL,2008-04-02T18:21:15,ga1990dlwesa,2009-12-15T10:33:09,-18.252,118.234,,,4.5,,,,,,,,,1611122,1990-02-18T22:47:33,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d72,655009,136.72,169.19,0,0,SE of Norseman; WA. (Reported felt).,,,FINL,2016-05-30T11:11:19,ga2016kmyoxb,2016-07-22T14:53:09,-32.4599,122.4381,,,5.1,,,,,,,,,1319880,2016-05-28T16:38:44,0.84,17,5.1,ML,15.9516,7.2255,AQUST,0.9633,15
earthquakes.fid--718ebb5a_177845ae793_5d73,644808,0,,30,37.32,Off South Coast of Australia.,,,FINL,2009-08-07T09:15:18,ga2009piebhl,2009-12-10T09:15:18,-38.945,137.222,,,4.8,,,,,,,,,2147620,2009-08-05T21:43:25,3.94,0,4.8,ML,,,AUST,,0
earthquakes.fid--718ebb5a_177845ae793_5d74,668035,107.3111458,67.39485168,10,0,Muswellbrook; NSW,2019-12-16T16:29:42.159,manual,reviewed,2019-12-16T05:30:18.33,ga2019yrbjfq,2019-12-16T22:56:50.867,-32.34764862,150.835968,,,4.3513545,,,,,,0.88982749,21.04805756,0.88982749,20191216225426.130586.61680,2019-12-16T05:29:42.159,0.19990414,55,4.3513545,ML,4.19362259,2.6016798,GA,0.74446847,43
earthquakes.fid--718ebb5a_177845ae793_5d75,642835,0,,0,,S of Katanning WA. Nearest station RKGY.,,,FINL,2008-04-08T08:14:25,ga2007txqtbb,2009-12-10T15:24:41,-33.946,117.505,,,4.8,,,,,,,,,2145348,2007-10-09T23:58:40,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d76,641912,0,,25.8,,E of Port Hedland WA. Nearest station mbWA.,,,FINL,2008-04-08T17:20:21,ga2005jthoaw,2009-12-15T11:12:10,-20.108,119.374,,,4.6,,,,,,,,,2144365,2005-05-18T23:39:47,,0,4.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d77,639064,0,,18,,Boolarra South; Vic. Felt.,,,FINL,2008-04-07T16:58:30,ga2000rbibpq,2009-12-15T11:12:07,-38.415,146.29,,,5,,,,,,,,,1759026,2000-08-29T12:05:52,,0,5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d78,648018,135.73,,15,,NE of Exmouth; WA.,,,FINL,2011-12-06T06:24:36,ga2011xxxolw,2011-12-06T10:04:24,-21.5135,114.4155,,,5.08,,,,,,,,,529826,2011-12-05T19:10:00,,19,5.08,ML,,,AUST,,18
earthquakes.fid--718ebb5a_177845ae793_5d79,639718,0,,11,,Tennant Creek NT. Woke some residents in the township. No damage reported,,,FINL,2008-04-08T07:53:07,ga2001sdciuu,2009-12-15T11:12:08,-19.702,133.879,,,4.9,,,,,,,,,1908283,2001-09-14T15:18:30,,0,4.9,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d7a,644251,0,,0,,N of Beacon WA. Nearest station BLDU.,,,FINL,2009-04-04T11:12:34,ga2009emqkho,2009-12-10T15:24:42,-30.208,117.774,,,4.5,,,,,,,,,2146991,2009-03-05T12:53:51,,0,4.5,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d7b,640124,0,,10,,Near King Is; Tas. Nearest station TOO. Felt at Burnie; The Nut; Smithton; Hellyer Beach; Montagu; Strahan; and Currie; King Is.,,,FINL,2008-04-08T18:01:24,ga2002cqxjev,2009-12-15T11:12:08,-40.356,143.886,,,4.5,,,,,,,,,1908539,2002-02-07T12:48:57,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d7c,654129,71.74,140.17,0,0,Coastal Broome; Offshore WA.,,,FINL,2015-10-08T08:50:52,ga2015ttsjqh,2015-10-08T09:12:47,-17.1917,121.8877,,,4.45,4,,,,,,,,1215579,2015-10-07T20:30:11,0.67,25,4.45,ML,10.125,9.0889,AUST,1.0715,25
earthquakes.fid--718ebb5a_177845ae793_5d7d,640344,0,,1.7,,Burakin; WA. Nearest station KLBR.,,,FINL,2008-04-08T17:59:55,ga2002ftsfnx,2009-12-15T11:12:08,-30.521,117.065,,,4.8,,,,,,,,,1908699,2002-03-23T13:16:22,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d7e,652910,149.72,69.72,12.5,0,Near Eidsvold; QLD.,,,FINL,2015-02-16T08:16:03,ga2015dfvkkl,2015-08-27T11:21:54,-25.1459,151.4361,,,5.17,,,,,,,,,1120700,2015-02-15T15:57:09,0.35,40,5.17,ML,3.771,3.0764,AUST,0.9551,32
earthquakes.fid--718ebb5a_177845ae793_5d7f,644277,0,,14.8,,N of Korumburra VIC. Nearest station TOO.,,,FINL,2009-04-04T11:12:35,ga2009eogfou,2009-12-10T15:24:43,-38.445,145.839,,,4.6,,,,,,,,,2147009,2009-03-06T09:55:36,,0,4.6,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d80,642062,0,,10,,Tennant Creek NT. Nearest station WB2.,,,FINL,2008-04-08T17:19:45,ga2005scigmm,2009-12-15T11:12:10,-19.868,134.102,,,4.4,,,,,,,,,2144516,2005-09-14T05:12:22,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d81,653896,121.2,79.52,13,0,Offshore E of Fraser Island; QLD (GA revised 3D corrections).,,,FINL,2015-08-03T09:05:03,ga2015ozlfce,2015-08-14T12:48:25,-25.383,154.433,,,,,,,5.3,,,,,1190036,2015-08-01T03:38:45,0.99,20,5.3,Mwp,13.2758,9.5412,AUST,0.8237,19
earthquakes.fid--718ebb5a_177845ae793_5d82,655106,178.21,55.24,10,0,West of Kangaroo Island; SA. ( Reported felt).,,,FINL,2016-06-20T11:31:04,ga2016maffzo,2016-06-20T13:24:23,-35.9162,136.4501,,,4.5,,,,,,,,,1329098,2016-06-19T01:54:09,0.91,29,4.5,ML,11.7736,5.6201,AUST,0.6787,25
earthquakes.fid--718ebb5a_177845ae793_5d83,654933,65.23,30.05,0,0,Petermann Ranges; NT. (Reported felt).,,,FINL,2016-05-23T10:40:53,ga2016jyjxze,2016-05-23T14:41:53,-25.5792,129.8322,,,6.14,6.38,,,6.1,,,,,1316703,2016-05-20T18:14:02,0.58,26,6.1,Mwp,8.7687,6.1162,AUST,1.0392,23
earthquakes.fid--718ebb5a_177845ae793_5d84,655374,191.38,54.24,10,0,Offshore NE of Bundaberg; QLD. (Reported felt).,,,FINL,2016-08-15T09:45:11,ga2016pyfgmi,2016-08-15T09:59:02,-23.8209,152.8669,,,4.41,4.02,,,,,,,,1353644,2016-08-13T15:31:13,1.09,22,4.41,ML,13.5642,7.6467,AUST,0.7242,19
earthquakes.fid--718ebb5a_177845ae793_5d85,285375,225.11,,8,,Tennant Creek NT,,,FINL,2008-04-03T11:20:40,ga1991lzcwor,2009-12-15T10:14:53,-19.79,133.95,,,5.1,,,,,,,,,620610,1991-06-19T11:38:24,,0,5.1,ML,,,,11.05256117,0
